0,-5.46619,-56.1727,290.54,346.355,506.878,165.709,20.69,0.809999,5.07
1,-2.7331,-50.6475,292.571,350.036,505.335,161.934,-64.31,41.81,28.07
2,-7.28826,-58.9353,298.667,353.596,500.856,162.123,-129.31,12.81,-1.93
3,-5.46619,-59.8561,299.683,352.778,503.677,160.085,-188.31,4.81,-47.93
4,-2.7331,-32.2302,297.651,353.563,501.171,153.44,-475.31,-78.19,223.07
5,-8.19929,-77.3525,283.429,354.479,500.144,157.338,149.69,-18.19,93.07
6,-9.11032,-89.3237,312.889,359.276,501.129,162.145,434.69,-26.19,100.07
7,1.82206,-50.6475,290.54,354.508,499.865,165.056,283.69,7.81,167.07
8,-5.46619,-56.1727,299.683,352.565,498.877,164.119,183.69,4.81,98.07
9,-3.64413,-53.4101,295.619,359.283,501.059,164.074,1.69,-35.19,-15.93
10,0.911032,-43.2806,295.619,359.367,502.993,162.075,-61.31,-32.19,-71.93
11,-7.28826,-66.3022,293.587,360.987,497.491,162.291,-253.31,-84.19,171.07
12,-5.46619,-51.5683,295.619,354.266,495.344,161.371,-75.31,-35.19,61.07
13,-0.911032,-50.6475,292.571,361.878,496.709,159.436,-23.31,-37.19,118.07
14,-5.46619,-68.1439,294.603,360.946,496.524,163.291,122.69,-39.19,359.07
15,-20.9537,-63.5396,288.508,361.752,493.808,162.435,263.69,-188.19,226.07
16,0,-34.9928,296.635,361.801,494.705,163.365,555.69,76.81,-176.93
17,-6.37722,-51.5683,299.683,360.733,491.724,167.325,194.69,35.81,16.07
18,1.82206,-37.7554,287.492,356.135,494.293,167.202,-520.31,40.81,-25.93
19,-8.19929,-68.1439,290.54,360.98,497.561,160.362,-823.31,285.81,17.07
20,-9.11032,-71.8273,325.079,369.451,497.073,159.464,-618.31,270.81,-167.93
21,-5.46619,-54.3309,273.27,369.441,497.178,156.57,-533.31,37.81,-254.93
22,-8.19929,-68.1439,293.587,364.868,500.889,150.623,-472.31,103.81,-98.93
23,-8.19929,-65.3813,288.508,365.615,497.38,145.943,-213.31,38.81,-53.93
24,-8.19929,-66.3022,291.556,366.768,500.91,152.56,-29.31,13.81,1.07
25,-9.11032,-64.4604,290.54,363.823,499.049,148.76,-115.31,31.81,-17.93
26,-5.46619,-68.1439,289.524,362.967,500.868,148.687,-410.31,68.81,-153.93
27,-8.19929,-64.4604,292.571,366.641,499.395,142.982,-477.31,46.81,142.07
28,-16.3986,-72.7482,288.508,377.002,499.033,141.127,-234.31,-52.19,-4.93
29,-12.7544,-91.1655,279.365,375.162,499.804,143.014,-118.31,-61.19,-1.93
30,-8.19929,-73.6691,291.556,368.402,496.654,144.059,247.69,-19.19,13.07
31,-5.46619,-74.5899,291.556,373.003,494.05,145.146,165.69,-31.19,25.07
32,19.1317,-23.9424,300.698,367.553,498.403,145.915,149.69,-54.19,-12.93
33,-8.19929,-79.1942,281.397,367.599,499.336,145.88,100.69,-69.19,64.07
34,-7.28826,-73.6691,294.603,366.509,496.564,144.052,81.69,-26.19,24.07
